record_id,record_grain,circle,circle_short_name,region_name,state_name,city_name,pr_created_by,project_name,sub_project_name,project_id,site_id,site_name,site_type,technology,budget_category_name,natural_account,po_number,po_line_id,line_number,po_type,po_status,vendor_id,vendor_name,buyer_name,project_manager_name,po_date,delivery_start_date,delivery_end_date,need_by_date,promised_date,payment_terms,po_description,item_code,item_description,material_service,item_head,item_sub,item_sub_sub,uom,unit_price_inr,quantity_ordered,quantity_received_line_total,quantity_cancelled_line_total,quantity_billed_to_date,quantity_open_line_total,po_line_amount_inr,received_amount_line_total_inr,billed_amount_to_date_inr,open_po_amount_inr,line_closure_status,shipment_line_status_code,fulfilment_event_number,receipt_type,grn_service_entry_number,grn_service_entry_date,event_received_quantity,event_accepted_quantity,event_rejected_quantity,event_receipt_amount_inr,receipt_status,inspection_status,rfai_date,isq_short_status,isq_milestone,invoice_number,invoice_date,invoice_quantity,invoice_basic_amount_inr,invoice_tax_amount_inr,invoice_total_amount_inr,invoice_status,three_way_match_status,hold_reason,payment_status,payment_date,po_ageing_days,po_ageing_slab,delivery_delay_days,rfai_ageing_days,rfai_ageing_slab,invoice_ageing_days,invoice_ageing_slab,receipt_completion_pct,billing_completion_pct,delayed_po_flag,invoice_without_receipt_flag,overbilling_flag,closure_readiness_flag,wcc_status,amendment_status,as_of_date
REC-000023,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Meera Nair,Maharashtra 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-MH-2025,MH-NAG-4531,Nagpur Site 4531,IBS,Transmission,CAPEX,610140,PO-2025-00006,PO-2025-00006-002,2,Service,Partially Fulfilled,V004,NexWave Radio Systems India,Meera Nair,Kavita Joshi,2025-12-08,2026-01-04,2026-06-25,2026-02-26,2026-03-10,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 4531,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,84200,17,10.73,0,7.26,6.27,1431400,903466.0,611292.0,527934.0,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2026-000023,2026-01-01,3.83,3.83,0.0,322486.0,Accepted,Passed,2026-01-01,Completed,Work Completion Confirmed,INV-V004-2026-000023,2026-01-15,2.55,214710.0,38647.8,253357.8,Approved,Matched,,Overdue,,220,>180 days,-68,196,>180 days,182,>180 days,63.12,42.71,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000024,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Meera Nair,Maharashtra 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-MH-2025,MH-NAG-4531,Nagpur Site 4531,IBS,Transmission,CAPEX,610140,PO-2025-00006,PO-2025-00006-002,2,Service,Partially Fulfilled,V004,NexWave Radio Systems India,Meera Nair,Kavita Joshi,2025-12-08,2026-01-04,2026-06-25,2026-02-26,2026-03-10,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 4531,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,84200,17,10.73,0,8.57,6.27,1431400,903466.0,721594.0,527934.0,Partially Fulfilled,Partially Fulfilled,3,Service Entry Sheet,SES-2026-000024,2026-01-25,1.71,1.71,0.0,143982.0,Accepted,Passed,2026-01-21,Completed,Service Entry Approved,INV-V004-2026-000024,2026-02-25,1.31,110302.0,19854.36,130156.36,Booked,Matched,,Overdue,,220,>180 days,-44,176,91-180 days,141,91-180 days,63.12,50.41,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000025,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Meera Nair,Maharashtra 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-MH-2025,MH-NAG-0281,Nagpur Site 0281,Ground Based Tower,5G,CAPEX,610140,PO-2025-00006,PO-2025-00006-003,3,Service,Fully Fulfilled,V004,NexWave Radio Systems India,Meera Nair,Kavita Joshi,2025-12-08,2026-01-04,2026-06-25,2026-01-22,2026-01-22,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 0281,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,91500,27,27.0,0,9.44,0,2470500,2470500.0,863760.0,0,Fully Fulfilled,Fully Fulfilled,1,Service Entry Sheet,SES-2026-000025,2026-03-15,10.28,9.79,0.49,895785.0,Partially Accepted,Passed with Rejection,2026-03-13,Closed,Service Entry Approved,INV-V004-2026-000025,2026-04-23,9.44,863760.0,155476.8,1019236.8,On Hold,Matched,Rate variance,On Hold,,220,>180 days,52,125,91-180 days,84,61-90 days,100.0,34.96,N,N,N,N,Submitted,No Amendment,2026-07-16
REC-000026,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Meera Nair,Maharashtra 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-MH-2025,MH-NAG-0281,Nagpur Site 0281,Ground Based Tower,5G,CAPEX,610140,PO-2025-00006,PO-2025-00006-003,3,Service,Fully Fulfilled,V004,NexWave Radio Systems India,Meera Nair,Kavita Joshi,2025-12-08,2026-01-04,2026-06-25,2026-01-22,2026-01-22,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 0281,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,91500,27,27.0,0,15.91,0,2470500,2470500.0,1455765.0,0,Fully Fulfilled,Fully Fulfilled,2,Service Entry Sheet,SES-2025-000026,2025-12-29,8.17,8.17,0.0,747555.0,Accepted,Passed,2025-12-27,Closed,Work Completion Confirmed,INV-V004-2026-000026,2026-01-05,6.47,592005.0,106560.9,698565.9,Approved,Matched,,Overdue,,220,>180 days,-24,201,>180 days,192,>180 days,100.0,58.93,N,N,N,Y,Pending,No Amendment,2026-07-16
REC-000027,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Meera Nair,Maharashtra 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-MH-2025,MH-NAG-0281,Nagpur Site 0281,Ground Based Tower,5G,CAPEX,610140,PO-2025-00006,PO-2025-00006-003,3,Service,Finally Closed,V004,NexWave Radio Systems India,Meera Nair,Kavita Joshi,2025-12-08,2026-01-04,2026-06-25,2026-01-22,2026-01-22,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 0281,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,91500,27,27.0,0,20.71,0,2470500,2470500.0,1894965.0,0,Fully Fulfilled,Fully Fulfilled,3,Service Entry Sheet,SES-2025-000027,2025-12-15,5.01,5.01,0.0,458415.0,Accepted,Passed,2025-12-14,Closed,Milestone Certified,INV-V004-2026-000027,2026-01-14,4.8,439200.0,79056.0,518256.0,Paid,Quantity Variance,,Paid,2026-03-04,220,>180 days,-38,214,>180 days,183,>180 days,100.0,76.7,N,N,N,Y,Approved,Amended,2026-07-16
REC-000028,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Meera Nair,Maharashtra 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-MH-2025,MH-NAG-0281,Nagpur Site 0281,Ground Based Tower,5G,CAPEX,610140,PO-2025-00006,PO-2025-00006-003,3,Service,Fully Fulfilled,V004,NexWave Radio Systems India,Meera Nair,Kavita Joshi,2025-12-08,2026-01-04,2026-06-25,2026-01-22,2026-01-22,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 0281,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,91500,27,27.0,0,24.17,0,2470500,2470500.0,2211555.0,0,Fully Fulfilled,Fully Fulfilled,4,Service Entry Sheet,SES-2026-000028,2026-01-11,3.54,3.47,0.07,317505.0,Partially Accepted,Passed with Rejection,2026-01-11,Accepted,Work Completion Confirmed,INV-V004-2026-000028,2026-02-16,3.46,316590.0,56986.2,373576.2,Approved,Matched,,Overdue,,220,>180 days,-11,186,>180 days,150,91-180 days,100.0,89.52,N,N,N,Y,Approved,No Amendment,2026-07-16
REC-000029,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Meera Nair,Maharashtra 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-MH-2025,MH-NAG-5824,Nagpur Site 5824,IBS,5G,CAPEX,610140,PO-2025-00006,PO-2025-00006-004,4,Service,Finally Closed,V004,NexWave Radio Systems India,Meera Nair,Kavita Joshi,2025-12-08,2026-01-04,2026-06-25,2026-01-06,2026-01-19,45 days from invoice,Service PO for Site security and access management at Nagpur Site 5824,SRV-SECURITY,Site security and access management,Service,Managed Services,Site Security,Security Service,MONTH,38100,22,22.0,0,17.48,0,838200,838200.0,665988.0,0,Fully Fulfilled,Fully Fulfilled,1,Service Entry Sheet,SES-2026-000029,2026-01-26,22.0,22.0,0.0,838200.0,Accepted,Passed,2026-01-24,Completed,Work Completion Confirmed,INV-V004-2026-000029,2026-03-04,17.48,665988.0,119877.84,785865.84,Paid,Matched,,Paid,2026-04-28,220,>180 days,7,173,91-180 days,134,91-180 days,100.0,79.45,N,N,N,Y,Approved,Amended,2026-07-16
REC-000030,PO_LINE_FULFILMENT_ALLOCATION,Andhra Pradesh,AP,South,Andhra Pradesh,Guntur,Sanjay Gupta,Andhra Pradesh Tower Fiberization Program,Modernization Batch,PRJ-FIBERIZATION-AP-2026,AP-GUN-1740,Guntur Site 1740,Small Cell,4G,CAPEX,730110,PO-2026-00007,PO-2026-00007-001,1,Supply,Fully Fulfilled,V002,Bharat Tower Engineering Ltd,Sanjay Gupta,Rahul Deshmukh,2026-03-22,2026-04-11,2026-09-26,2026-06-19,2026-07-02,90 days from invoice,Supply PO for 1 Gbps Microwave Radio Link at Guntur Site 1740,MAT-MW-1G,1 Gbps Microwave Radio Link,Material,Transmission,Microwave,Microwave Link,PAIR,248300,34,34.0,0,30.89,0,8442200,8442200.0,7669987.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000030,2026-07-11,34.0,34.0,0.0,8442200.0,Accepted,Passed,2026-07-10,Completed,Commissioning Complete,INV-V002-2026-000030,2026-07-13,30.89,7669987.0,1380597.66,9050584.66,Approved,Matched,,Due,,116,91-180 days,9,6,0-30 days,3,0-30 days,100.0,90.85,N,N,N,Y,Not Required,Under Amendment,2026-07-16
REC-000031,PO_LINE_FULFILMENT_ALLOCATION,Andhra Pradesh,AP,South,Andhra Pradesh,Guntur,Sanjay Gupta,Andhra Pradesh Tower Fiberization Program,Modernization Batch,PRJ-FIBERIZATION-AP-2026,AP-GUN-3305,Guntur Site 3305,Rooftop Tower,5G,CAPEX,730110,PO-2026-00007,PO-2026-00007-002,2,Supply,Fully Fulfilled,V002,Bharat Tower Engineering Ltd,Sanjay Gupta,Rahul Deshmukh,2026-03-22,2026-04-11,2026-09-26,2026-06-21,2026-07-06,90 days from invoice,Supply PO for Lithium-Ion Battery Bank at Guntur Site 3305,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,267400,14,14.0,0,0,0,3743600,3743600.0,0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000031,2026-07-04,14.0,14.0,0.0,3743600.0,Accepted,Passed,2026-07-04,Closed,Material Delivered,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,116,91-180 days,-2,12,0-30 days,,,100.0,0.0,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000032,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Amit Sharma,Maharashtra 5G Network Expansion,Phase 2 Rural,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-5961,Nagpur Site 5961,IBS,4G/5G,CAPEX,730110,PO-2025-00008,PO-2025-00008-001,1,Service,Open,V004,NexWave Radio Systems India,Amit Sharma,Vikram Singh,2025-08-01,2025-08-27,2026-01-12,2025-12-08,2025-12-11,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 5961,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,124000,15,0.00,0.00,0.00,15.00,1860000,0.00,0.00,1860000.00,Open - Unfulfilled,Open - Unfulfilled,1,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,349,>180 days,-91,,,,,0.00,0.00,Y,N,N,N,Approved,No Amendment,2026-07-16
REC-000033,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Amit Sharma,Maharashtra 5G Network Expansion,Phase 2 Rural,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-5961,Nagpur Site 5961,IBS,4G/5G,CAPEX,730110,PO-2025-00008,PO-2025-00008-001,1,Service,Open,V004,NexWave Radio Systems India,Amit Sharma,Vikram Singh,2025-08-01,2025-08-27,2026-01-12,2025-12-08,2025-12-11,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 5961,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,124000,15,0.00,0.00,0.00,15.00,1860000,0.00,0.00,1860000.00,Open - Unfulfilled,Open - Unfulfilled,2,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,349,>180 days,-71,,,,,0.00,0.00,Y,N,N,N,Approved,No Amendment,2026-07-16
REC-000034,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Amit Sharma,Maharashtra 5G Network Expansion,Phase 2 Rural,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-5961,Nagpur Site 5961,IBS,4G/5G,CAPEX,730110,PO-2025-00008,PO-2025-00008-001,1,Service,Open,V004,NexWave Radio Systems India,Amit Sharma,Vikram Singh,2025-08-01,2025-08-27,2026-01-12,2025-12-08,2025-12-11,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 5961,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,124000,15,0.00,0.00,0.00,15.00,1860000,0.00,0.00,1860000.00,Open - Unfulfilled,Open - Unfulfilled,3,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,349,>180 days,-25,,,,,0.00,0.00,Y,N,N,N,Submitted,Amended,2026-07-16
REC-000035,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Amit Sharma,Maharashtra 5G Network Expansion,Phase 2 Rural,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-4071,Nagpur Site 4071,Pole Site,4G,CAPEX,730110,PO-2025-00008,PO-2025-00008-002,2,Service,Partially Fulfilled,V004,NexWave Radio Systems India,Amit Sharma,Vikram Singh,2025-08-01,2025-08-27,2026-01-12,2025-11-20,2025-11-20,45 days from invoice,Service PO for Tower erection and alignment service at Nagpur Site 4071,SRV-ERECTION,Tower erection and alignment service,Service,Installation Services,Tower Installation,Erection,SITE,182900,11,5.53,0,3.44,5.47,2011900,1011437.0,629176.0,1000463.0,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2025-000035,2025-11-14,4.8,4.62,0.18,844998.0,Partially Accepted,Passed with Rejection,2025-11-14,Completed,Service Entry Approved,INV-V004-2025-000035,2025-11-21,3.44,629176.0,113251.68,742427.68,On Hold,Matched,Rate variance,On Hold,,349,>180 days,-6,244,>180 days,237,>180 days,50.27,31.27,Y,N,N,N,Pending,No Amendment,2026-07-16
REC-000036,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Amit Sharma,Maharashtra 5G Network Expansion,Phase 2 Rural,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-4071,Nagpur Site 4071,Pole Site,4G,CAPEX,730110,PO-2025-00008,PO-2025-00008-002,2,Service,Partially Fulfilled,V004,NexWave Radio Systems India,Amit Sharma,Vikram Singh,2025-08-01,2025-08-27,2026-01-12,2025-11-20,2025-11-20,45 days from invoice,Service PO for Tower erection and alignment service at Nagpur Site 4071,SRV-ERECTION,Tower erection and alignment service,Service,Installation Services,Tower Installation,Erection,SITE,182900,11,5.53,0,4.13,5.47,2011900,1011437.0,755377.0,1000463.0,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2025-000036,2025-10-08,0.73,0.73,0.0,133517.0,Accepted,Passed,2025-10-04,Completed,Work Completion Confirmed,INV-V004-2025-000036,2025-10-25,0.69,126201.0,22716.18,148917.18,Paid,Matched,,Paid,2025-12-17,349,>180 days,-43,285,>180 days,264,>180 days,50.27,37.55,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000037,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Amit Sharma,Maharashtra 5G Network Expansion,Phase 2 Rural,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-6314,Nagpur Site 6314,Rooftop Tower,4G/5G,CAPEX,730110,PO-2025-00008,PO-2025-00008-003,3,Service,Partially Fulfilled,V004,NexWave Radio Systems India,Amit Sharma,Vikram Singh,2025-08-01,2025-08-27,2026-01-12,2025-10-12,2025-10-16,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 6314,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,131300,19,8.08,0.00,1.35,10.92,2494700,1060904.00,177255.00,1433796.00,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2025-000037,2025-10-01,1.87,1.87,0.00,245531.00,Accepted,Passed,2025-12-21,Completed,Service Entry Approved,INV-V004-2025-000037,2025-10-09,1.35,177255.00,31905.90,209160.90,Approved,Matched,,Overdue,,349,>180 days,70,207,>180 days,280,>180 days,42.53,7.11,Y,N,N,N,Pending,Amended,2026-07-16
REC-000038,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Amit Sharma,Maharashtra 5G Network Expansion,Phase 2 Rural,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-6314,Nagpur Site 6314,Rooftop Tower,4G/5G,CAPEX,730110,PO-2025-00008,PO-2025-00008-003,3,Service,Partially Fulfilled,V004,NexWave Radio Systems India,Amit Sharma,Vikram Singh,2025-08-01,2025-08-27,2026-01-12,2025-10-12,2025-10-16,45 days from invoice,Service PO for Electrical power integration and testing at Nagpur Site 6314,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,131300,19,8.08,0.00,6.93,10.92,2494700,1060904.00,909909.00,1433796.00,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2025-000038,2025-08-25,6.21,6.21,0.00,815373.00,Accepted,Passed,2025-09-28,Accepted,Work Completion Confirmed,INV-V004-2025-000038,2025-08-27,5.58,732654.00,131877.72,864531.72,On Hold,Matched,,On Hold,,349,>180 days,-17,291,>180 days,323,>180 days,42.53,36.47,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000039,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Jodhpur,Sanjay Gupta,Rajasthan 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-RJ-2026,RJ-JOD-8863,Jodhpur Site 8863,Rooftop Tower,Transmission,CAPEX,540320,PO-2026-00009,PO-2026-00009-001,1,Supply,Partially Fulfilled,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Arjun Patel,2026-04-28,2026-05-17,2026-08-02,2026-08-21,2026-09-04,60 days from invoice,Supply PO for 48V Telecom Rectifier System at Jodhpur Site 8863,MAT-RECT-48V,48V Telecom Rectifier System,Material,Power Equipment,DC Power,Rectifier,EA,85900,39,25.37,0.00,14.01,13.63,3350100,2179283.00,1203459.00,1170817.00,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000039,2026-06-11,14.43,14.43,0.00,1239537.00,Accepted,Passed,2026-06-21,Completed,Site Acceptance,INV-V006-2026-000039,2026-07-15,14.01,1203459.00,216622.62,1420081.62,Booked,Matched,,Due,,79,61-90 days,-72,25,0-30 days,1,0-30 days,65.05,35.92,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000040,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Jodhpur,Sanjay Gupta,Rajasthan 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-RJ-2026,RJ-JOD-8863,Jodhpur Site 8863,Rooftop Tower,Transmission,CAPEX,540320,PO-2026-00009,PO-2026-00009-001,1,Supply,Partially Fulfilled,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Arjun Patel,2026-04-28,2026-05-17,2026-08-02,2026-08-21,2026-09-04,60 days from invoice,Supply PO for 48V Telecom Rectifier System at Jodhpur Site 8863,MAT-RECT-48V,48V Telecom Rectifier System,Material,Power Equipment,DC Power,Rectifier,EA,85900,39,25.37,0.00,16.76,13.63,3350100,2179283.00,1439684.00,1170817.00,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2026-000040,2026-07-03,2.96,2.96,0.00,254264.00,Accepted,Passed,2026-06-29,Completed,Commissioning Complete,INV-V006-2026-000040,2026-07-16,2.75,236225.00,42520.50,278745.50,Approved,Matched,,Due,,79,61-90 days,-65,17,0-30 days,0,0-30 days,65.05,42.97,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000041,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Jodhpur,Sanjay Gupta,Rajasthan 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-RJ-2026,RJ-JOD-8863,Jodhpur Site 8863,Rooftop Tower,Transmission,CAPEX,540320,PO-2026-00009,PO-2026-00009-001,1,Supply,Partially Fulfilled,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Arjun Patel,2026-04-28,2026-05-17,2026-08-02,2026-08-21,2026-09-04,60 days from invoice,Supply PO for 48V Telecom Rectifier System at Jodhpur Site 8863,MAT-RECT-48V,48V Telecom Rectifier System,Material,Power Equipment,DC Power,Rectifier,EA,85900,39,25.37,0.00,17.94,13.63,3350100,2179283.00,1541046.00,1170817.00,Partially Fulfilled,Partially Fulfilled,3,GRN,GRN-2026-000041,2026-07-09,7.98,7.98,0.00,685482.00,Accepted,Passed,2026-05-22,Closed,Site Acceptance,INV-V006-2026-000041,2026-07-16,1.18,101362.00,18245.16,119607.16,On Hold,Quantity Variance,,On Hold,,79,61-90 days,-100,55,31-60 days,0,0-30 days,65.05,46.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000042,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Jodhpur,Sanjay Gupta,Rajasthan 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-RJ-2026,RJ-JOD-4432,Jodhpur Site 4432,Ground Based Tower,5G,CAPEX,540320,PO-2026-00009,PO-2026-00009-002,2,Supply,Open,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Arjun Patel,2026-04-28,2026-05-17,2026-08-02,2026-09-21,2026-09-24,60 days from invoice,Supply PO for 5G Baseband Unit at Jodhpur Site 4432,MAT-BBU-5G,5G Baseband Unit,Material,Active Equipment,Baseband,5G BBU,EA,248400,37,0.00,0.00,0.00,37.00,9190800,0.00,0.00,9190800.00,Open - Unfulfilled,Open - Unfulfilled,1,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,79,61-90 days,-105,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000043,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Jodhpur,Sanjay Gupta,Rajasthan 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-RJ-2026,RJ-JOD-4432,Jodhpur Site 4432,Ground Based Tower,5G,CAPEX,540320,PO-2026-00009,PO-2026-00009-002,2,Supply,Open,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Arjun Patel,2026-04-28,2026-05-17,2026-08-02,2026-09-21,2026-09-24,60 days from invoice,Supply PO for 5G Baseband Unit at Jodhpur Site 4432,MAT-BBU-5G,5G Baseband Unit,Material,Active Equipment,Baseband,5G BBU,EA,248400,37,0.00,0.00,0.00,37.00,9190800,0.00,0.00,9190800.00,Open - Unfulfilled,Open - Unfulfilled,2,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,79,61-90 days,-73,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000044,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Jodhpur,Sanjay Gupta,Rajasthan 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-RJ-2026,RJ-JOD-5391,Jodhpur Site 5391,Small Cell,5G,CAPEX,540320,PO-2026-00009,PO-2026-00009-003,3,Supply,Open,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Arjun Patel,2026-04-28,2026-05-17,2026-08-02,2026-07-07,2026-07-12,60 days from invoice,Supply PO for 5G Remote Radio Unit at Jodhpur Site 5391,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,221600,19,0.00,0.00,0.00,19.00,4210400,0.00,0.00,4210400.00,Open - Unfulfilled,Open - Unfulfilled,1,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,79,61-90 days,-34,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000045,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Warangal,Rohit Menon,Telangana Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TS-2025,TS-WAR-0119,Warangal Site 0119,Small Cell,4G,OPEX,730110,PO-2025-00010,PO-2025-00010-001,1,Supply,Open,V001,Apex Telecom Infrastructure Pvt Ltd,Rohit Menon,Ananya Rao,2025-12-11,2026-01-06,2026-06-12,2026-04-10,2026-04-14,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Warangal Site 0119,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,191200,40,0,0,0,40,7648000,0,0,7648000,Open,Open,1,GRN,,,0,0,0,0,Not Received,Not Applicable,,Not Started,PO Released,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,217,>180 days,93,,,,,0.0,0.0,Y,N,N,N,Not Required,Amended,2026-07-16
